EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
615,26,169,3,1,KA3177250,Ganesh Gowda,1994-01-11,M,3,0,2016-04-04
616,3,50,2,4,KA9219319,Dinesh Gowda,1992-08-04,M,5,0,2014-10-03
617,1,19,4,1,KA9244416,Venkatesh Swamy,1996-06-07,M,2,0,2019-08-03
618,10,107,3,1,KA1978112,Suresh Patil,1980-06-19,M,5,0,2006-11-26
619,1,20,1,1,KA2698275,Mahesh Pillai,1987-05-03,M,4,0,2012-03-25
620,26,169,3,1,KA4001408,Dinesh Kumar,1985-11-11,M,7,0,2011-01-16
621,12,118,4,1,KA2746548,Praveen Patil,1967-03-07,M,3,0,1991-07-23
622,8,87,3,1,KA9957363,Shivaraj Hegde,1967-07-11,M,8,0,1990-05-24
623,9,96,2,4,KA6426605,Rekha Murthy,1978-07-11,F,4,0,2004-10-17
624,18,141,5,1,KA8590070,Dinesh Hegde,1985-08-16,M,8,0,2009-08-17
625,6,73,1,2,KA6064062,Anitha Bhat,1970-04-19,F,1,0,1992-05-16
626,7,81,6,1,KA5629792,Venkatesh Kumar,1996-01-18,M,3,0,2022-05-11
627,2,36,1,2,KA4908993,Srinivas Patil,1985-02-18,M,5,0,2009-03-05
628,19,146,2,1,KA6447428,Mahesh Swamy,1987-04-08,M,8,0,2013-05-14
629,1,25,7,1,KA6039762,Praveen Pillai,1970-04-27,M,1,0,1995-11-27
630,1,15,1,4,KA7988074,Praveen Hegde,1982-01-08,M,2,0,2005-12-15
631,22,155,4,1,KA7417066,Venkatesh Bhat,1996-07-04,M,1,0,2022-01-17
632,19,145,3,1,KA9428900,Suresh Patil,1990-04-24,M,4,0,2014-02-16
633,21,153,5,1,KA2511341,Ravi Shetty,1971-03-21,M,4,0,1996-01-12
634,8,87,1,1,KA7697318,Ravi Reddy,1993-04-26,M,5,0,2017-12-20
635,30,179,5,1,KA3262755,Manjunath Hegde,1991-03-04,M,8,0,2017-06-05
636,20,147,4,1,KA9795418,Basavaraj Hegde,1988-03-23,M,4,0,2013-05-10
637,7,83,2,1,KA7938755,Girish Nair,1971-03-08,M,7,0,1993-09-01
638,21,153,2,3,KA3839632,Dinesh Patil,1967-08-15,M,6,0,1989-09-27
639,11,113,1,2,KA4350161,Srinivas Swamy,1995-01-03,M,6,0,2021-07-30
640,1,14,4,1,KA3477610,Mahesh Gowda,1986-02-12,M,5,0,2011-08-01
641,13,121,2,2,KA4554677,Ganesh Rao,1996-01-01,M,4,0,2019-11-05
642,23,160,2,1,KA7318411,Girish Murthy,1990-09-06,M,1,0,2016-07-24
643,30,179,1,1,KA8800748,Suresh Rao,1969-04-20,M,1,0,1992-10-21
644,26,169,6,1,KA2810117,Girish Raju,1980-11-11,M,1,0,2007-09-11
645,15,131,2,4,KA9918107,Ravi Kumar,1992-07-21,M,2,0,2016-04-22
646,31,183,3,1,KA5150551,Manjunath Shetty,1996-01-21,M,5,0,2018-04-06
647,1,5,1,3,KA6962255,Ravi Bhat,1981-06-19,M,5,0,2007-04-15
648,1,16,5,1,KA7495644,Manjunath Rao,1968-12-13,M,1,0,1992-05-18
649,8,88,1,2,KA2472955,Savitha Kumar,1979-05-26,F,7,0,2005-01-24
650,29,176,4,1,KA5032585,Naveen Pillai,1986-10-26,M,3,0,2011-02-21
651,7,85,3,1,KA3210769,Harish Sharma,1976-11-14,M,4,0,2001-11-23
652,4,52,4,1,KA9787997,Praveen Murthy,1990-10-29,M,3,0,2014-07-17
653,19,145,7,1,KA2137730,Ramesh Raju,1989-12-06,M,2,0,2013-09-11
654,7,82,1,3,KA8432381,Ramesh Bhat,1978-06-13,M,5,0,2002-09-27
655,3,48,1,3,KA4874049,Dinesh Gowda,1995-11-05,M,4,0,2022-02-07
656,29,177,1,4,KA7273997,Rajesh Patil,1975-08-23,M,3,0,1998-05-18
657,3,42,1,1,KA7854988,Basavaraj Shetty,1988-05-08,M,1,0,2011-08-09
658,27,172,4,1,KA4431982,Usha Kumar,1987-12-03,F,2,0,2014-02-25
659,14,126,3,1,KA8676330,Srinivas Pillai,1982-06-12,M,4,0,2009-04-16
660,9,98,4,1,KA9995261,Suresh Swamy,1982-12-26,M,1,0,2007-03-07
661,1,11,6,1,KA7637254,Srinivas Shetty,1985-12-31,M,1,0,2010-11-22
662,1,13,4,1,KA8374490,Manjunath Nair,1988-07-03,M,7,0,2012-02-14
663,12,119,1,3,KA1915141,Shobha Pillai,1989-07-21,F,3,0,2013-11-27
664,14,129,4,1,KA3270069,Srinivas Gowda,1991-12-11,M,7,0,2014-12-08
665,12,117,1,2,KA8628318,Srinivas Naik,1970-07-17,M,2,0,1996-07-09
666,1,32,4,1,KA8539654,Naresh Bhat,1992-12-05,M,6,0,2015-07-21
667,15,131,5,1,KA7353173,Ravi Bhat,1969-07-25,M,7,0,1992-06-11
668,19,145,2,2,KA3719990,Naresh Sharma,1967-06-09,M,3,0,1994-04-04
669,7,80,1,2,KA2972228,Suresh Hegde,1977-01-01,M,3,0,2000-08-09
670,5,65,5,1,KA9348805,Anitha Swamy,1996-06-21,F,8,0,2021-01-10
671,14,127,7,1,KA8981122,Rajesh Swamy,1986-05-08,M,8,0,2009-07-20
672,1,2,3,1,KA5665960,Mahesh Swamy,1986-01-16,M,4,0,2012-12-21
673,8,90,4,1,KA1544120,Ramesh Naik,1995-05-17,M,5,0,2018-03-04
674,10,107,1,3,KA3976601,Mahesh Naik,1989-01-09,M,8,0,2011-11-30
675,1,24,1,3,KA7357547,Prakash Sharma,1983-08-06,M,2,0,2007-05-23
676,13,121,1,3,KA6523202,Shivaraj Gowda,1990-12-26,M,7,0,2013-08-26
677,1,28,1,1,KA9114518,Dinesh Swamy,1971-05-23,M,5,0,1997-06-19
678,20,148,3,1,KA3176225,Santosh Rao,1969-01-23,M,8,0,1993-01-11
679,3,47,5,1,KA5873580,Basavaraj Shetty,1969-09-07,M,4,0,1992-12-21
680,1,31,4,1,KA7956372,Rajesh Shetty,1987-09-21,M,7,0,2014-03-10
681,25,164,5,1,KA4375360,Prakash Murthy,1987-07-01,M,5,0,2009-07-18
682,15,130,1,1,KA2909863,Mahesh Rao,1972-05-07,M,6,0,1996-02-24
683,3,45,1,3,KA9038102,Praveen Swamy,1988-04-26,M,8,0,2012-02-26
684,24,161,1,3,KA8758960,Ramesh Shetty,1976-05-11,M,7,0,2003-03-12
685,6,77,3,1,KA6293259,Anitha Pillai,1971-09-05,F,1,0,1997-09-22
686,8,91,7,1,KA5705338,Santosh Nair,1994-01-19,M,1,0,2016-11-14
687,3,43,3,1,KA7535837,Ravi Raju,1971-05-30,M,3,0,1996-10-15
688,7,81,6,1,KA7943579,Harish Bhat,1995-08-08,M,2,0,2019-02-09
689,6,78,2,3,KA3936226,Venkatesh Patil,1987-04-29,M,2,0,2012-04-02
690,1,24,1,1,KA9097744,Suresh Nair,1977-02-11,M,3,0,2001-12-08
691,16,135,6,1,KA6491819,Basavaraj Bhat,1983-02-06,M,3,0,2009-06-07
692,28,174,3,1,KA1613249,Ganesh Pillai,1991-01-25,M,8,0,2014-03-15
693,7,80,1,1,KA6591674,Manjunath Gowda,1995-01-17,M,8,0,2020-11-18
694,26,169,5,1,KA6236888,Suma Murthy,1983-01-02,F,4,0,2005-02-11
695,16,137,1,4,KA2973853,Dinesh Rao,1982-09-15,M,5,0,2009-01-08
696,23,160,1,1,KA4465793,Girish Gowda,1971-12-02,M,6,0,1996-10-13
697,6,73,4,1,KA3873517,Girish Reddy,1971-04-09,M,2,0,1994-08-17
698,1,13,2,4,KA1846511,Santosh Murthy,1991-03-09,M,2,0,2013-05-01
699,3,46,2,4,KA6966385,Mahesh Hegde,1970-04-13,M,5,0,1997-04-06
700,27,172,5,1,KA8813071,Dinesh Bhat,1973-02-02,M,3,0,1995-07-07
701,7,80,2,4,KA8894449,Srinivas Gowda,1968-02-11,M,4,0,1994-01-29
702,23,158,7,1,KA7577959,Kavitha Pillai,1985-06-12,F,3,0,2009-06-20
703,7,84,6,1,KA1507747,Santosh Nair,1976-09-08,M,2,0,2001-05-28
704,3,44,2,3,KA3137316,Prakash Shetty,1984-05-11,M,2,0,2010-08-25
705,26,167,3,1,KA6068701,Ganesh Patil,1993-11-02,M,8,0,2020-04-06
706,5,63,3,1,KA9092903,Kumar Kumar,1972-06-10,M,7,0,1995-04-26
707,21,152,4,1,KA8304023,Dinesh Pillai,1977-09-06,M,6,0,2004-01-24
708,27,172,4,1,KA9164301,Venkatesh Reddy,1993-07-11,M,2,0,2019-08-28
709,1,25,3,1,KA6167981,Srinivas Patil,1977-01-18,M,7,0,2000-01-08
710,21,153,6,1,KA9292896,Ganesh Raju,1980-01-09,M,1,0,2003-11-04
711,24,163,3,1,KA3461642,Ramesh Sharma,1997-01-04,M,3,0,2023-03-29
712,20,148,3,1,KA4450430,Harish Hegde,1976-12-17,M,6,0,2000-01-16
713,11,112,7,1,KA1136218,Harish Sharma,1981-07-30,M,7,0,2004-01-23
714,18,141,2,3,KA2840432,Harish Naik,1994-08-21,M,5,0,2016-08-16
715,21,152,4,1,KA6337290,Venkatesh Hegde,1979-05-03,M,7,0,2004-10-28
716,27,170,1,2,KA4157922,Kumar Murthy,1989-03-29,M,7,0,2013-11-20
717,3,40,2,2,KA3252801,Prakash Pillai,1984-01-30,M,1,0,2010-12-16
718,14,125,4,1,KA3277939,Rajesh Reddy,1967-07-05,M,2,0,1991-12-10
719,30,179,2,2,KA8623472,Kumar Pillai,1969-11-28,M,7,0,1994-04-12
720,4,58,2,1,KA9357686,Srinivas Hegde,1988-09-07,M,4,0,2013-01-18
721,17,140,7,1,KA1561397,Girish Hegde,1971-03-03,M,1,0,1995-03-18
722,13,124,3,1,KA9831661,Prakash Gowda,1993-06-06,M,5,0,2016-03-17
723,22,157,7,1,KA8926422,Mahesh Murthy,1993-01-19,M,2,0,2016-05-30
724,7,80,3,1,KA6763748,Shivaraj Nair,1969-07-09,M,1,0,1991-10-20
725,20,147,2,3,KA5942868,Manjunath Sharma,1982-02-24,M,5,0,2006-06-30
726,19,145,1,4,KA3836678,Naveen Bhat,1985-05-03,M,1,0,2007-08-31
727,23,160,4,1,KA9132926,Harish Nair,1995-10-18,M,2,0,2019-05-22
728,6,72,5,1,KA5713926,Mahesh Pillai,1985-09-18,M,5,0,2008-06-10
729,22,155,1,2,KA8493596,Rajesh Bhat,1989-03-10,M,6,0,2014-06-28
730,4,61,4,1,KA9848116,Girish Nair,1975-04-09,M,1,0,1998-04-08
731,3,40,3,1,KA7928115,Mahesh Reddy,1974-10-10,M,7,0,2000-12-23
732,3,43,4,1,KA6789409,Srinivas Bhat,1987-07-25,M,1,0,2012-10-14
733,12,119,1,3,KA8990421,Ganesh Naik,1979-02-18,M,4,0,2003-10-15
734,2,38,1,4,KA1199028,Ravi Shetty,1973-03-24,M,5,0,2000-02-03
735,7,81,4,1,KA1688161,Meena Hegde,1973-03-27,F,2,0,1999-01-18
736,11,111,6,1,KA5573311,Pushpa Patil,1969-08-20,F,6,0,1995-04-11
737,20,150,4,1,KA5056679,Ganesh Rao,1979-06-23,M,4,0,2004-01-17
738,1,3,3,1,KA2140044,Naresh Patil,1996-08-22,M,1,0,2023-04-16
739,12,115,4,1,KA5752935,Manjunath Gowda,1981-04-02,M,5,0,2004-06-19
740,1,15,1,2,KA3043299,Rajesh Swamy,1970-05-15,M,2,0,1996-01-13
741,26,169,2,2,KA2859671,Naveen Reddy,1967-12-16,M,3,0,1993-02-11
742,1,20,7,1,KA5636946,Srinivas Raju,1968-05-14,M,7,0,1992-11-22
743,1,19,1,1,KA7422301,Santosh Rao,1984-07-31,M,7,0,2010-12-03
744,5,68,6,1,KA2164313,Suresh Rao,1989-01-14,M,8,0,2013-06-29
745,3,46,2,1,KA3413781,Lakshmi Swamy,1968-01-25,F,7,0,1992-10-22
746,31,184,2,1,KA2223386,Ganesh Sharma,1985-05-27,M,2,0,2007-12-19
747,1,5,2,1,KA1634776,Girish Nair,1974-09-11,M,7,0,1997-07-06
748,20,148,2,4,KA9021848,Santosh Sharma,1996-11-08,M,7,0,2021-09-23
749,1,1,1,4,KA3033459,Mahesh Murthy,1979-10-11,M,6,0,2005-08-16
750,24,162,1,3,KA9969540,Harish Hegde,1967-12-30,M,6,0,1990-06-27
751,6,75,5,1,KA3963163,Srinivas Nair,1967-12-18,M,1,0,1991-01-31
752,30,179,1,3,KA9162175,Pushpa Kumar,1979-07-10,F,2,0,2002-02-07
753,2,36,1,1,KA5001116,Meena Bhat,1995-06-03,F,8,0,2018-06-27
754,14,128,1,4,KA1275453,Shivaraj Raju,1973-01-25,M,1,0,1999-09-24
755,1,11,4,1,KA4551370,Santosh Nair,1978-10-31,M,8,0,2001-06-24
756,2,39,3,1,KA2208521,Asha Pillai,1971-01-12,F,1,0,1994-04-28
757,13,121,1,2,KA3190059,Basavaraj Raju,1969-04-13,M,1,0,1991-07-10
758,1,25,1,2,KA2073030,Suresh Sharma,1976-07-22,M,2,0,2001-12-19
759,4,57,3,1,KA4399754,Naveen Nair,1994-03-11,M,7,0,2020-09-07
760,29,176,1,2,KA6395382,Ravi Patil,1971-03-09,M,4,0,1996-03-24
761,1,17,2,2,KA7965133,Praveen Reddy,1991-08-09,M,3,0,2015-02-14
762,5,63,2,2,KA2677182,Shivaraj Reddy,1970-11-30,M,7,0,1993-02-15
763,1,21,2,2,KA2495541,Rajesh Sharma,1996-09-25,M,5,0,2018-10-04
764,4,53,1,3,KA9775941,Basavaraj Bhat,1990-08-08,M,8,0,2016-03-04
765,1,10,4,1,KA9386722,Naresh Swamy,1970-04-10,M,2,0,1993-04-07
766,1,2,2,2,KA2971454,Harish Patil,1972-01-02,M,2,0,1995-04-23
767,12,119,1,2,KA5637668,Shivaraj Murthy,1968-12-02,M,1,0,1994-08-08
768,13,122,6,1,KA3680321,Ramesh Raju,1974-09-14,M,1,0,1997-09-04
769,11,112,1,4,KA1726746,Prakash Rao,1985-09-29,M,2,0,2009-08-08
770,1,8,1,1,KA2188825,Shivaraj Reddy,1975-04-06,M,4,0,2000-02-18
771,11,108,2,3,KA4859820,Praveen Swamy,1988-02-08,M,2,0,2014-04-12
772,10,106,4,1,KA4702106,Ganesh Kumar,1988-01-19,M,2,0,2012-02-21
773,11,112,7,1,KA8633480,Basavaraj Naik,1990-07-09,M,3,0,2013-09-18
774,3,50,4,1,KA5524723,Ramesh Shetty,1968-09-01,M,4,0,1992-08-30
775,1,16,3,1,KA2864104,Suresh Bhat,1984-06-07,M,8,0,2007-03-08
776,4,57,2,2,KA3851044,Naresh Nair,1983-10-13,M,4,0,2009-02-24
777,4,56,6,1,KA8763873,Manjunath Shetty,1970-06-26,M,5,0,1995-02-14
778,5,64,6,1,KA8285484,Kumar Bhat,1985-11-26,M,4,0,2009-09-21
779,20,147,7,1,KA1741958,Mamatha Reddy,1996-10-16,F,1,0,2021-02-12
780,1,9,3,1,KA7615594,Vinitha Nair,1977-12-04,F,8,0,2002-11-20
781,5,62,2,1,KA7821919,Ganesh Shetty,1993-04-17,M,4,0,2018-05-29
782,1,24,4,1,KA6114309,Harish Kumar,1996-04-22,M,3,0,2020-12-24
783,1,7,3,1,KA3325723,Praveen Bhat,1976-08-13,M,7,0,2001-03-14
784,30,181,2,1,KA7457202,Prakash Raju,1968-08-10,M,6,0,1990-08-07
785,5,70,5,1,KA4475340,Harish Hegde,1969-07-18,M,2,0,1994-07-27
786,1,15,7,1,KA7106747,Santosh Bhat,1973-12-06,M,1,0,1999-09-12
787,1,11,3,1,KA3940499,Prakash Shetty,1980-08-15,M,2,0,2004-08-29
788,5,62,2,4,KA4519758,Dinesh Reddy,1972-10-24,M,4,0,1995-06-08
789,11,109,4,1,KA2063158,Girish Murthy,1984-08-03,M,6,0,2006-11-17
790,1,32,3,1,KA9923876,Basavaraj Murthy,1975-12-06,M,5,0,2001-11-22
791,29,178,4,1,KA8681853,Prakash Nair,1994-01-28,M,2,0,2017-02-11
792,1,28,1,1,KA3482256,Naresh Rao,1989-08-18,M,8,0,2013-02-28
793,1,6,4,1,KA3215051,Dinesh Murthy,1983-11-14,M,8,0,2008-03-10
794,1,6,4,1,KA2056117,Srinivas Bhat,1983-12-11,M,1,0,2006-12-27
795,25,166,3,1,KA6751103,Venkatesh Pillai,1981-12-14,M,6,0,2006-03-31
796,11,114,3,1,KA3213824,Manjunath Pillai,1976-06-23,M,5,0,2000-03-01
797,9,96,2,1,KA3488704,Girish Kumar,1984-02-05,M,6,0,2010-05-25
798,3,42,7,1,KA4058159,Naresh Swamy,1973-01-03,M,3,0,1996-08-04
799,1,30,1,2,KA8396883,Ramesh Reddy,1995-03-05,M,5,0,2018-12-07
800,1,9,4,1,KA6768795,Dinesh Murthy,1967-03-02,M,3,0,1990-12-05
801,6,78,3,1,KA7787429,Shivaraj Reddy,1991-07-28,M,8,0,2013-09-11
802,3,40,2,3,KA5958621,Srinivas Sharma,1996-10-29,M,8,0,2022-12-14
803,2,38,4,1,KA8417300,Shobha Swamy,1971-09-01,F,6,0,1997-09-26
804,2,36,1,3,KA1416001,Basavaraj Sharma,1972-04-22,M,7,0,1994-12-12
805,1,24,2,2,KA9832094,Venkatesh Shetty,1982-05-19,M,4,0,2004-09-02
806,1,22,1,4,KA2465941,Girish Kumar,1972-11-13,M,7,0,1999-08-13
807,15,131,3,1,KA7057663,Santosh Swamy,1994-07-04,M,7,0,2020-03-24
808,9,96,2,3,KA6894759,Kumar Patil,1996-06-22,M,5,0,2020-01-20
809,4,56,1,4,KA8423991,Asha Murthy,1977-02-03,F,5,0,2003-03-27
810,10,107,7,1,KA2444148,Kumar Bhat,1990-10-05,M,3,0,2017-06-06
811,7,86,3,1,KA7304414,Basavaraj Pillai,1994-01-20,M,2,0,2019-05-08
812,18,143,1,2,KA4342987,Girish Hegde,1976-04-16,M,3,0,2002-04-04
813,1,11,2,3,KA9289630,Harish Murthy,1983-06-23,M,8,0,2010-02-20
814,6,77,1,4,KA3083343,Rajesh Reddy,1968-04-15,M,5,0,1994-12-13
815,25,166,4,1,KA3002438,Basavaraj Sharma,1986-01-16,M,5,0,2008-03-09
816,8,93,4,1,KA8316015,Mahesh Swamy,1970-12-15,M,5,0,1995-08-20
817,1,31,6,1,KA1294357,Basavaraj Bhat,1980-04-12,M,5,0,2005-02-19
818,12,119,2,2,KA1887318,Suresh Reddy,1990-12-11,M,5,0,2014-12-06
819,6,75,1,1,KA9621249,Prakash Naik,1973-04-06,M,4,0,1998-10-30
820,21,154,1,3,KA6305130,Naresh Nair,1989-07-10,M,5,0,2014-07-22
821,20,149,3,1,KA3411179,Prakash Gowda,1981-03-31,M,1,0,2007-11-06
822,14,125,5,1,KA3735175,Harish Patil,1978-07-16,M,2,0,2002-06-06
823,3,49,6,1,KA9818990,Manjunath Kumar,1971-12-17,M,2,0,1997-05-20
824,2,34,6,1,KA6841992,Mahesh Gowda,1996-03-29,M,5,0,2020-11-30
825,21,153,2,3,KA3889156,Ramesh Pillai,1973-07-22,M,5,0,1999-10-27
826,29,178,1,2,KA6157791,Ganesh Kumar,1990-08-20,M,3,0,2016-06-23
827,1,29,4,1,KA9124448,Mahesh Hegde,1993-07-14,M,7,0,2015-08-16
828,26,169,5,1,KA1994305,Ganesh Naik,1973-12-27,M,8,0,1999-04-19
829,6,78,1,1,KA3076911,Girish Naik,1967-01-28,M,4,0,1989-02-12
830,8,90,4,1,KA3442040,Dinesh Reddy,1995-09-16,M,5,0,2018-03-14
831,14,129,1,1,KA2662717,Rekha Patil,1969-07-11,F,1,0,1992-11-12
832,17,138,1,1,KA4590582,Dinesh Rao,1996-10-29,M,8,0,2022-11-17
833,28,173,2,3,KA7368883,Praveen Reddy,1992-03-16,M,7,0,2015-03-16
834,7,81,1,1,KA9719581,Venkatesh Hegde,1991-06-23,M,3,0,2016-01-27
835,18,143,1,3,KA9283126,Prakash Bhat,1995-03-14,M,2,0,2017-08-23
836,7,80,4,1,KA7833061,Srinivas Swamy,1977-02-08,M,5,0,2000-05-10
837,1,18,6,1,KA7164643,Usha Kumar,1975-09-07,F,3,0,2001-06-22
838,10,102,1,1,KA3000143,Basavaraj Raju,1977-05-15,M,3,0,2002-04-14
839,3,44,4,1,KA4340115,Praveen Gowda,1994-02-12,M,6,0,2018-02-20
840,11,109,1,3,KA7714837,Ravi Gowda,1974-08-19,M,6,0,1998-03-06
841,15,131,2,4,KA2812554,Naveen Hegde,1984-07-05,M,2,0,2007-04-27
842,2,35,4,1,KA1886716,Basavaraj Kumar,1995-09-09,M,2,0,2018-03-25
843,22,155,2,3,KA2616210,Rajesh Reddy,1982-05-10,M,2,0,2005-03-12
844,13,120,2,4,KA9225036,Manjunath Nair,1987-12-18,M,5,0,2011-08-05
845,1,9,1,1,KA7436241,Shivaraj Murthy,1977-09-18,M,8,0,2004-08-19
846,1,10,2,3,KA3753883,Ravi Shetty,1995-07-19,M,8,0,2018-07-10
847,14,125,2,4,KA8882244,Harish Bhat,1992-02-11,M,8,0,2017-04-15
848,10,101,1,4,KA6918393,Naresh Murthy,1985-03-16,M,5,0,2009-12-18
849,2,33,1,1,KA6725334,Rajesh Swamy,1980-08-01,M,7,0,2004-07-10
850,8,90,2,2,KA5154272,Prakash Patil,1994-06-28,M,4,0,2020-03-07
851,29,177,7,1,KA6115582,Praveen Gowda,1994-01-30,M,2,0,2020-12-08
852,1,10,2,4,KA9636236,Rajesh Murthy,1976-05-06,M,7,0,2002-01-07
853,7,82,1,4,KA6409332,Basavaraj Swamy,1980-01-29,M,2,0,2005-04-05
854,4,53,4,1,KA9435056,Ganesh Bhat,1981-12-13,M,6,0,2006-09-20
855,4,52,2,1,KA9989803,Harish Patil,1974-09-23,M,4,0,2000-04-10
856,10,103,3,1,KA2542796,Suresh Rao,1986-11-21,M,2,0,2012-05-17
857,16,136,3,1,KA4518839,Girish Gowda,1975-09-14,M,6,0,2000-01-30
858,6,77,5,1,KA6257190,Harish Murthy,1977-08-08,M,4,0,2003-04-22
859,12,117,3,1,KA1312111,Girish Swamy,1972-06-16,M,3,0,1995-06-15
860,13,120,6,1,KA9937547,Dinesh Raju,1985-01-01,M,7,0,2010-07-25
861,15,134,1,4,KA3478727,Vinitha Raju,1988-01-08,F,4,0,2012-01-18
862,10,106,2,1,KA4415137,Harish Pillai,1982-09-23,M,7,0,2009-07-14
863,5,66,1,4,KA5001087,Harish Raju,1970-01-19,M,2,0,1993-05-11
864,7,80,5,1,KA8317096,Rajesh Kumar,1976-03-14,M,7,0,2000-11-27
865,5,70,1,3,KA5660240,Suresh Kumar,1990-11-25,M,3,0,2013-01-17
866,1,6,2,1,KA6266448,Suresh Bhat,1994-07-16,M,5,0,2021-05-05
867,27,172,2,1,KA7658793,Kumar Sharma,1967-07-13,M,3,0,1994-06-24
868,1,31,3,1,KA9812402,Praveen Bhat,1973-08-10,M,5,0,1999-04-26
869,1,32,3,1,KA7542286,Mahesh Kumar,1982-12-18,M,4,0,2006-10-17
870,3,45,1,4,KA7851404,Lakshmi Reddy,1987-06-02,F,5,0,2010-12-10
871,9,96,3,1,KA8109870,Suresh Shetty,1991-12-15,M,8,0,2015-09-18
872,2,38,5,1,KA7169641,Girish Sharma,1980-09-26,M,5,0,2005-05-21
873,27,170,6,1,KA5021093,Naveen Naik,1994-07-27,M,5,0,2020-06-04
874,8,93,4,1,KA4965830,Harish Raju,1991-07-19,M,8,0,2016-07-12
875,5,66,7,1,KA4950370,Ravi Sharma,1983-07-11,M,5,0,2006-01-05
876,24,162,2,4,KA1568440,Naresh Sharma,1982-10-17,M,5,0,2009-09-16
877,10,106,4,1,KA8086125,Basavaraj Shetty,1982-02-04,M,2,0,2008-02-07
878,8,91,1,3,KA8604470,Girish Murthy,1978-02-21,M,1,0,2003-07-03
879,25,165,2,4,KA4356706,Naresh Raju,1990-12-01,M,5,0,2012-12-01
880,5,64,1,2,KA7883963,Mahesh Gowda,1973-11-09,M,6,0,1999-11-04
881,29,176,1,3,KA5727774,Ramesh Rao,1970-06-02,M,4,0,1997-01-14
882,9,97,2,1,KA1385374,Prakash Reddy,1971-06-08,M,4,0,1994-09-04
883,30,180,1,4,KA8195804,Meena Kumar,1989-06-14,F,5,0,2011-09-18
884,1,31,3,1,KA9822092,Prakash Reddy,1996-05-21,M,7,0,2022-05-26
885,14,127,4,1,KA4408213,Srinivas Pillai,1991-09-15,M,4,0,2014-12-12
886,6,74,1,2,KA8236157,Asha Nair,1974-11-08,F,4,0,1998-12-24
887,3,49,4,1,KA7853897,Harish Bhat,1978-04-04,M,3,0,2001-04-02
888,12,116,3,1,KA8686718,Girish Kumar,1985-11-18,M,2,0,2009-12-09
889,29,178,2,2,KA7433986,Ramesh Pillai,1979-03-10,M,7,0,2005-01-08
890,18,143,1,3,KA4939985,Girish Gowda,1994-05-21,M,8,0,2016-08-29
891,21,154,5,1,KA5255656,Mamatha Raju,1994-12-24,F,7,0,2016-12-28
892,2,34,2,2,KA5366969,Ravi Raju,1971-12-03,M,3,0,1994-02-19
893,2,34,2,4,KA3378937,Santosh Sharma,1992-12-31,M,5,0,2016-10-05
894,6,72,2,3,KA5416038,Suresh Reddy,1980-11-05,M,5,0,2005-03-29
895,7,81,1,2,KA8381800,Kumar Sharma,1974-12-25,M,1,0,2001-04-01
896,1,10,1,2,KA8837188,Suresh Kumar,1975-12-05,M,7,0,1999-05-15
897,8,92,2,4,KA9270975,Basavaraj Naik,1971-11-11,M,2,0,1996-07-25
898,1,24,2,3,KA4030887,Ramesh Gowda,1987-11-19,M,3,0,2014-09-26
899,27,170,7,1,KA1069218,Girish Swamy,1970-10-01,M,3,0,1993-12-03
900,14,128,5,1,KA6513962,Mahesh Kumar,1992-10-15,M,1,0,2019-10-01
901,21,152,2,3,KA3579924,Ganesh Hegde,1992-04-06,M,1,0,2018-12-10
902,5,69,4,1,KA1097397,Basavaraj Shetty,1970-05-14,M,6,0,1996-01-15
903,7,84,2,2,KA1816752,Pushpa Swamy,1971-06-28,F,5,0,1994-03-13
904,18,141,1,1,KA7691735,Suresh Bhat,1970-01-02,M,5,0,1994-02-16
905,4,54,1,4,KA5780430,Ravi Gowda,1989-09-17,M,3,0,2013-11-15
906,7,80,2,3,KA2612483,Basavaraj Nair,1969-12-13,M,6,0,1992-09-01
907,9,100,7,1,KA8097946,Basavaraj Shetty,1975-08-26,M,2,0,1999-02-20
908,11,112,1,1,KA1678438,Prakash Swamy,1968-09-23,M,6,0,1993-02-06
909,29,176,4,1,KA9846268,Pushpa Kumar,1990-01-24,F,2,0,2014-10-29
910,13,123,7,1,KA3143956,Kumar Gowda,1983-07-19,M,5,0,2006-05-13
911,19,146,1,1,KA1756566,Manjunath Hegde,1994-11-18,M,2,0,2019-12-15
912,27,170,2,3,KA6963589,Kumar Gowda,1971-07-10,M,5,0,1998-01-23
913,27,170,1,2,KA7592730,Manjunath Naik,1976-04-04,M,1,0,1999-04-01
914,12,117,3,1,KA5447210,Harish Patil,1976-11-02,M,6,0,2002-04-27
915,4,55,1,3,KA2783932,Asha Nair,1988-09-19,F,7,0,2011-02-21
916,1,4,1,4,KA8720254,Rajesh Hegde,1989-04-26,M,7,0,2014-12-24
917,6,78,2,3,KA7626953,Naveen Bhat,1969-04-11,M,5,0,1995-10-27
918,1,29,1,2,KA1449886,Ramesh Naik,1996-04-22,M,4,0,2022-03-12
919,11,112,1,2,KA2444410,Ramesh Raju,1968-12-08,M,5,0,1995-09-25
920,1,6,2,2,KA8470322,Ramesh Shetty,1991-10-18,M,8,0,2014-09-17
921,4,52,1,4,KA1854332,Srinivas Swamy,1983-10-18,M,6,0,2008-12-21
922,14,127,6,1,KA5878387,Kumar Hegde,1971-01-24,M,1,0,1996-05-22
