VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
28635,26107,Vinitha Raju,67,F,0
28636,26108,Asha Hegde,23,F,0
28637,26109,Basavaraj Shetty,21,M,0
28638,26110,Mahesh Murthy,13,M,0
28639,26111,Suma Pillai,20,F,0
28640,26112,Ramesh Raju,55,M,0
28641,26113,Ganesh Sharma,22,M,0
28642,26114,Savitha Kumar,31,F,0
28643,26115,Kavitha Pillai,45,F,0
28644,26116,Rekha Bhat,40,F,0
28645,26117,Shobha Swamy,60,F,0
28646,26118,Shobha Nair,29,F,0
28647,26119,Srinivas Naik,30,M,0
28648,26120,Lakshmi Bhat,29,F,0
28649,26121,Venkatesh Bhat,47,M,0
28650,26122,Savitha Raju,42,F,0
28651,26123,Rekha Reddy,26,F,0
28652,26124,Naveen Sharma,5,M,0
28653,26125,Mamatha Reddy,37,F,0
28654,26126,Usha Hegde,26,F,0
28655,26127,Srinivas Naik,23,M,0
28656,26128,Dinesh Swamy,19,M,0
28657,26129,Kavitha Reddy,39,F,0
28658,26130,Shivaraj Raju,24,M,0
28659,26131,Suma Gowda,37,F,0
28660,26132,Asha Hegde,58,F,0
28661,26133,Asha Patil,43,F,0
28662,26134,Mahesh Raju,53,M,0
28663,26135,Kumar Sharma,18,M,0
28664,26136,Ramesh Bhat,31,M,0
28665,26137,Pushpa Patil,13,F,0
28666,26137,Dinesh Shetty,37,M,0
28667,26138,Asha Patil,47,F,0
28668,26139,Usha Reddy,23,F,0
28669,26140,Dinesh Bhat,32,M,0
28670,26141,Praveen Shetty,71,M,0
28671,26142,Kumar Hegde,25,M,0
28672,26143,Shivaraj Patil,34,M,0
28673,26144,Shivaraj Swamy,18,M,0
28674,26145,Ravi Naik,42,M,0
28675,26146,Mahesh Murthy,22,M,0
28676,26147,Suma Pillai,33,F,0
28677,26148,Girish Patil,38,M,0
28678,26149,Venkatesh Naik,18,M,0
28679,26150,Savitha Gowda,52,F,0
28680,26151,Naresh Pillai,47,M,0
28681,26152,Suresh Murthy,39,M,1
28682,26153,Harish Sharma,52,M,0
28683,26154,Suma Sharma,32,F,0
28684,26155,Dinesh Bhat,27,M,0
28685,26156,Asha Naik,61,F,0
28686,26157,Mahesh Gowda,18,M,0
28687,26158,Mahesh Murthy,37,M,0
28688,26159,Vinitha Swamy,39,F,0
28689,26160,Prakash Kumar,22,M,0
28690,26161,Meena Hegde,39,F,0
28691,26162,Ravi Bhat,80,M,0
28692,26163,Kavitha Raju,30,F,0
28693,26164,Harish Murthy,25,M,0
28694,26165,Pushpa Patil,67,F,0
28695,26166,Shivaraj Naik,46,M,0
28696,26167,Suresh Gowda,49,M,0
28697,26168,Naveen Kumar,32,M,1
28698,26169,Srinivas Pillai,29,M,0
28699,26170,Ramesh Rao,28,M,0
28700,26171,Naveen Gowda,35,M,0
28701,26172,Naveen Gowda,28,M,0
28702,26173,Basavaraj Swamy,43,M,0
28703,26173,Dinesh Swamy,25,M,0
28704,26174,Naresh Naik,52,M,0
28705,26175,Ganesh Nair,22,M,0
28706,26176,Lakshmi Nair,16,F,0
28707,26177,Basavaraj Murthy,19,M,0
28708,26178,Shobha Nair,50,F,0
28709,26179,Shobha Swamy,46,F,0
28710,26180,Venkatesh Reddy,33,M,0
28711,26180,Manjunath Reddy,57,M,0
28712,26181,Savitha Reddy,38,F,0
28713,26182,Naresh Reddy,31,M,1
28714,26183,Ravi Murthy,36,M,0
28715,26184,Shivaraj Pillai,53,M,0
28716,26185,Suresh Swamy,35,M,0
28717,26185,Suma Reddy,12,F,0
28718,26186,Suma Kumar,59,F,0
28719,26187,Ravi Patil,11,M,0
28720,26188,Kumar Naik,52,M,0
28721,26189,Suresh Nair,33,M,0
28722,26190,Rekha Reddy,26,F,0
28723,26191,Suma Raju,44,F,0
28724,26191,Venkatesh Sharma,16,M,0
28725,26192,Kavitha Shetty,29,F,0
28726,26193,Kumar Nair,35,M,1
28727,26194,Vinitha Hegde,38,F,0
28728,26195,Girish Swamy,31,M,0
28729,26196,Ganesh Naik,13,M,0
28730,26197,Vinitha Hegde,24,F,0
28731,26198,Usha Hegde,31,F,0
28732,26199,Basavaraj Swamy,39,M,0
28733,26200,Mahesh Hegde,39,M,0
28734,26201,Vinitha Nair,45,F,0
28735,26202,Praveen Gowda,63,M,0
28736,26203,Kavitha Kumar,24,F,0
28737,26204,Vinitha Gowda,17,F,1
28738,26205,Naresh Shetty,25,M,0
28739,26206,Basavaraj Shetty,27,M,0
28740,26206,Venkatesh Reddy,35,M,0
28741,26207,Manjunath Swamy,19,M,0
28742,26208,Venkatesh Sharma,33,M,0
28743,26209,Ganesh Raju,9,M,0
28744,26210,Suma Kumar,48,F,0
28745,26211,Savitha Naik,31,F,0
28746,26212,Savitha Gowda,25,F,0
28747,26213,Kavitha Gowda,19,F,1
28748,26214,Vinitha Nair,52,F,0
28749,26215,Mahesh Murthy,26,M,0
28750,26216,Srinivas Pillai,34,M,0
28751,26217,Ramesh Patil,64,M,0
28752,26218,Kavitha Rao,39,F,0
28753,26219,Ramesh Sharma,37,M,0
28754,26220,Ramesh Hegde,62,M,0
28755,26221,Venkatesh Murthy,38,M,0
28756,26221,Lakshmi Bhat,21,F,0
28757,26222,Geetha Shetty,22,F,0
28758,26223,Kumar Shetty,45,M,0
28759,26224,Shobha Pillai,33,F,0
28760,26225,Ramesh Pillai,22,M,0
28761,26226,Naresh Rao,47,M,0
28762,26227,Ravi Reddy,27,M,0
28763,26228,Rekha Kumar,18,F,0
28764,26228,Santosh Shetty,29,M,0
28765,26229,Harish Sharma,18,M,0
28766,26230,Kumar Shetty,51,M,0
28767,26231,Usha Murthy,54,F,0
28768,26231,Mamatha Nair,31,F,0
28769,26232,Suma Raju,39,F,0
28770,26232,Savitha Naik,30,F,0
28771,26233,Vinitha Nair,54,F,0
28772,26234,Dinesh Gowda,41,M,0
28773,26235,Girish Pillai,42,M,0
28774,26236,Venkatesh Swamy,24,M,0
28775,26237,Srinivas Naik,30,M,0
28776,26238,Mamatha Hegde,30,F,0
28777,26239,Savitha Murthy,23,F,0
28778,26240,Dinesh Sharma,25,M,0
28779,26241,Naresh Swamy,43,M,0
28780,26242,Ramesh Reddy,18,M,0
28781,26243,Geetha Murthy,58,F,0
28782,26244,Srinivas Shetty,55,M,0
28783,26245,Mamatha Pillai,25,F,0
28784,26246,Kavitha Sharma,18,F,0
28785,26247,Suma Raju,32,F,0
28786,26248,Shobha Gowda,36,F,0
28787,26249,Usha Patil,56,F,0
28788,26250,Harish Raju,37,M,0
28789,26251,Dinesh Nair,24,M,0
28790,26252,Lakshmi Patil,38,F,0
28791,26252,Dinesh Bhat,30,M,0
28792,26253,Suresh Murthy,24,M,0
28793,26254,Naveen Nair,53,M,0
28794,26254,Harish Raju,51,M,0
28795,26255,Rekha Murthy,39,F,0
28796,26256,Geetha Gowda,23,F,0
28797,26257,Shobha Patil,38,F,0
28798,26258,Lakshmi Shetty,37,F,0
28799,26259,Rekha Nair,52,F,0
28800,26260,Srinivas Naik,58,M,0
28801,26261,Savitha Kumar,33,F,1
28802,26262,Shobha Bhat,46,F,0
28803,26263,Prakash Pillai,54,M,0
28804,26263,Suma Pillai,44,F,0
28805,26264,Asha Patil,19,F,1
28806,26264,Asha Kumar,32,F,0
28807,26265,Venkatesh Shetty,56,M,0
28808,26266,Praveen Shetty,55,M,0
28809,26267,Naresh Sharma,18,M,0
28810,26268,Pushpa Nair,18,F,0
28811,26269,Shobha Sharma,31,F,0
28812,26270,Praveen Naik,18,M,0
28813,26271,Mamatha Rao,51,F,0
28814,26272,Suma Patil,51,F,0
28815,26273,Pushpa Swamy,62,F,0
28816,26274,Shobha Gowda,5,F,0
28817,26275,Vinitha Shetty,34,F,0
28818,26275,Girish Pillai,23,M,0
28819,26276,Prakash Swamy,34,M,0
28820,26277,Shivaraj Reddy,35,M,0
28821,26278,Lakshmi Raju,22,F,0
28822,26279,Santosh Murthy,44,M,0
28823,26280,Suma Hegde,8,F,0
28824,26281,Santosh Patil,35,M,0
28825,26282,Venkatesh Gowda,29,M,0
28826,26283,Mamatha Pillai,35,F,0
28827,26284,Rajesh Raju,38,M,0
28828,26285,Rajesh Nair,22,M,0
28829,26285,Asha Bhat,41,F,0
28830,26286,Savitha Sharma,60,F,0
28831,26286,Mamatha Patil,14,F,0
28832,26287,Mahesh Murthy,33,M,0
28833,26288,Venkatesh Kumar,25,M,0
28834,26289,Ramesh Nair,18,M,0
28835,26290,Kavitha Pillai,17,F,0
28836,26291,Meena Swamy,28,F,0
28837,26292,Naveen Raju,35,M,0
28838,26293,Kumar Sharma,37,M,0
28839,26294,Srinivas Nair,23,M,0
28840,26295,Mamatha Pillai,41,F,0
28841,26296,Kavitha Shetty,41,F,0
28842,26297,Girish Patil,49,M,0
28843,26298,Meena Sharma,16,F,0
28844,26299,Praveen Naik,67,M,0
28845,26300,Shivaraj Hegde,18,M,0
28846,26301,Naveen Bhat,40,M,0
28847,26302,Dinesh Swamy,51,M,0
28848,26303,Pushpa Rao,18,F,0
28849,26303,Ravi Sharma,47,M,0
28850,26304,Santosh Sharma,18,M,1
28851,26305,Vinitha Kumar,24,F,0
28852,26306,Suresh Naik,9,M,0
28853,26307,Rekha Swamy,42,F,0
28854,26308,Srinivas Reddy,52,M,0
28855,26309,Kavitha Nair,29,F,0
28856,26310,Vinitha Gowda,48,F,0
28857,26311,Kavitha Hegde,41,F,0
28858,26312,Pushpa Pillai,30,F,0
28859,26313,Mamatha Raju,14,F,0
28860,26313,Usha Gowda,41,F,0
28861,26314,Prakash Hegde,35,M,0
28862,26315,Girish Nair,24,M,0
28863,26316,Manjunath Patil,59,M,0
28864,26317,Basavaraj Shetty,40,M,0
28865,26318,Naveen Hegde,54,M,0
28866,26319,Pushpa Gowda,51,F,0
28867,26320,Rekha Gowda,50,F,0
28868,26321,Vinitha Kumar,25,F,0
28869,26322,Usha Pillai,37,F,0
28870,26323,Anitha Patil,25,F,0
28871,26324,Ravi Nair,37,M,0
28872,26325,Harish Raju,38,M,0
28873,26325,Suresh Patil,15,M,0
28874,26326,Meena Murthy,22,F,0
28875,26327,Geetha Pillai,52,F,0
28876,26328,Ramesh Naik,29,M,0
28877,26329,Meena Murthy,33,F,0
28878,26329,Suresh Shetty,62,M,0
28879,26330,Shobha Shetty,31,F,0
28880,26331,Girish Kumar,48,M,0
28881,26332,Kavitha Rao,41,F,0
28882,26333,Santosh Patil,64,M,0
28883,26333,Savitha Naik,52,F,0
28884,26334,Girish Nair,41,M,0
28885,26335,Pushpa Raju,18,F,0
28886,26336,Meena Raju,38,F,0
28887,26337,Manjunath Murthy,20,M,0
28888,26338,Venkatesh Rao,43,M,0
28889,26339,Naresh Shetty,35,M,0
28890,26340,Ravi Nair,47,M,1
28891,26341,Mahesh Reddy,56,M,0
28892,26342,Kumar Hegde,43,M,0
28893,26343,Geetha Raju,19,F,0
28894,26344,Kavitha Nair,32,F,0
28895,26345,Pushpa Kumar,30,F,0
28896,26346,Mamatha Sharma,41,F,0
28897,26347,Anitha Pillai,29,F,0
28898,26348,Harish Reddy,35,M,0
28899,26349,Kavitha Sharma,47,F,0
28900,26350,Praveen Kumar,27,M,0
28901,26351,Mamatha Bhat,45,F,0
28902,26352,Mahesh Murthy,48,M,0
28903,26353,Geetha Raju,37,F,0
28904,26354,Savitha Murthy,22,F,0
28905,26355,Shivaraj Rao,37,M,0
28906,26355,Ravi Nair,35,M,0
28907,26356,Mamatha Kumar,28,F,0
28908,26357,Anitha Raju,37,F,0
28909,26358,Rekha Sharma,53,F,0
28910,26359,Ramesh Hegde,45,M,0
28911,26360,Santosh Bhat,24,M,0
28912,26361,Kavitha Gowda,50,F,0
28913,26362,Pushpa Shetty,50,F,1
28914,26363,Geetha Nair,36,F,0
28915,26364,Kavitha Hegde,39,F,0
28916,26365,Usha Bhat,43,F,0
28917,26366,Venkatesh Patil,44,M,0
28918,26367,Ramesh Rao,31,M,0
28919,26368,Mamatha Murthy,53,F,0
28920,26369,Suma Sharma,28,F,0
28921,26370,Ganesh Shetty,21,M,0
28922,26371,Srinivas Reddy,66,M,0
28923,26371,Lakshmi Naik,33,F,0
28924,26372,Suma Swamy,34,F,0
28925,26373,Asha Naik,38,F,0
28926,26374,Savitha Swamy,47,F,0
28927,26375,Lakshmi Kumar,17,F,0
28928,26376,Anitha Murthy,34,F,0
28929,26376,Praveen Reddy,25,M,0
28930,26377,Dinesh Pillai,18,M,1
28931,26377,Savitha Sharma,37,F,0
28932,26378,Basavaraj Nair,35,M,1
28933,26379,Asha Gowda,23,F,0
28934,26380,Naresh Kumar,15,M,0
28935,26381,Asha Nair,26,F,0
28936,26382,Naveen Reddy,24,M,0
28937,26382,Ravi Shetty,27,M,0
28938,26383,Meena Naik,52,F,0
28939,26384,Santosh Pillai,22,M,0
28940,26385,Santosh Hegde,34,M,0
28941,26386,Usha Patil,45,F,0
28942,26387,Shivaraj Nair,6,M,0
28943,26388,Suma Nair,59,F,0
28944,26389,Lakshmi Murthy,35,F,0
28945,26390,Pushpa Reddy,24,F,0
28946,26391,Rekha Reddy,61,F,0
28947,26392,Girish Patil,37,M,0
28948,26393,Usha Patil,46,F,0
28949,26394,Mamatha Patil,53,F,0
28950,26395,Shobha Pillai,40,F,0
28951,26396,Dinesh Murthy,42,M,0
28952,26397,Naveen Hegde,31,M,0
28953,26398,Shobha Gowda,45,F,0
28954,26399,Dinesh Bhat,58,M,0
28955,26400,Praveen Kumar,53,M,0
28956,26401,Vinitha Shetty,5,F,0
28957,26402,Lakshmi Raju,46,F,0
28958,26403,Ravi Sharma,28,M,0
28959,26404,Manjunath Sharma,39,M,0
28960,26405,Meena Bhat,31,F,0
28961,26406,Rajesh Reddy,39,M,0
28962,26407,Venkatesh Reddy,37,M,0
28963,26408,Kumar Swamy,31,M,0
28964,26409,Rajesh Rao,20,M,0
28965,26410,Rajesh Bhat,39,M,0
28966,26411,Mahesh Swamy,53,M,0
28967,26412,Lakshmi Kumar,22,F,0
28968,26413,Dinesh Shetty,51,M,0
28969,26413,Asha Shetty,27,F,0
28970,26414,Manjunath Pillai,24,M,0
28971,26415,Geetha Swamy,40,F,0
28972,26416,Naresh Bhat,18,M,0
28973,26417,Dinesh Hegde,24,M,0
28974,26418,Meena Reddy,5,F,0
28975,26419,Girish Rao,37,M,0
28976,26420,Dinesh Naik,18,M,0
28977,26421,Suma Naik,55,F,0
28978,26422,Meena Raju,39,F,0
28979,26423,Geetha Murthy,32,F,0
28980,26424,Shobha Sharma,33,F,0
28981,26425,Asha Gowda,15,F,0
28982,26426,Pushpa Gowda,55,F,0
28983,26426,Mamatha Naik,51,F,0
28984,26427,Ramesh Gowda,18,M,0
28985,26428,Mamatha Pillai,30,F,0
28986,26429,Lakshmi Naik,64,F,0
28987,26430,Girish Raju,31,M,0
28988,26431,Naresh Nair,26,M,0
28989,26432,Lakshmi Nair,25,F,0
28990,26433,Praveen Gowda,35,M,0
28991,26434,Ramesh Nair,52,M,0
28992,26435,Basavaraj Hegde,22,M,0
28993,26436,Basavaraj Shetty,33,M,0
28994,26437,Naresh Murthy,63,M,0
28995,26438,Rekha Bhat,45,F,0
28996,26439,Vinitha Gowda,48,F,0
28997,26440,Basavaraj Kumar,54,M,0
28998,26441,Suresh Kumar,34,M,0
28999,26442,Praveen Nair,34,M,0
29000,26443,Meena Swamy,33,F,0
29001,26444,Shivaraj Nair,21,M,0
29002,26445,Usha Rao,18,F,0
29003,26445,Kavitha Pillai,39,F,0
29004,26446,Ravi Hegde,22,M,0
29005,26447,Ganesh Reddy,18,M,0
29006,26448,Venkatesh Bhat,37,M,0
29007,26449,Shobha Raju,32,F,0
29008,26450,Rekha Raju,43,F,0
29009,26451,Manjunath Nair,27,M,0
29010,26452,Meena Naik,18,F,0
29011,26453,Shobha Kumar,31,F,0
29012,26454,Usha Patil,22,F,0
29013,26455,Meena Raju,46,F,0
29014,26456,Rekha Reddy,29,F,0
29015,26457,Suresh Bhat,13,M,0
29016,26458,Mamatha Rao,58,F,0
29017,26458,Ramesh Rao,21,M,0
29018,26459,Santosh Hegde,43,M,0
29019,26459,Usha Bhat,38,F,0
29020,26460,Ravi Rao,47,M,0
29021,26461,Geetha Raju,49,F,0
29022,26462,Vinitha Bhat,29,F,0
29023,26463,Anitha Patil,55,F,0
29024,26464,Kumar Nair,18,M,0
29025,26465,Shobha Gowda,34,F,0
29026,26465,Pushpa Patil,23,F,0
29027,26466,Ravi Murthy,23,M,0
29028,26467,Suresh Murthy,17,M,0
29029,26468,Rajesh Sharma,28,M,0
29030,26469,Lakshmi Patil,44,F,0
29031,26470,Rekha Hegde,32,F,0
29032,26471,Vinitha Swamy,39,F,0
29033,26472,Mamatha Sharma,59,F,0
29034,26473,Mahesh Nair,41,M,0
29035,26474,Kavitha Sharma,61,F,0
29036,26474,Mahesh Bhat,35,M,0
29037,26475,Dinesh Pillai,37,M,0
29038,26476,Mamatha Naik,53,F,0
29039,26476,Shobha Reddy,60,F,0
29040,26477,Shobha Hegde,29,F,0
29041,26478,Geetha Shetty,57,F,0
29042,26479,Usha Naik,33,F,0
29043,26480,Girish Sharma,24,M,0
29044,26481,Meena Sharma,8,F,0
29045,26482,Naresh Murthy,38,M,0
29046,26482,Rekha Patil,37,F,0
29047,26483,Mamatha Gowda,30,F,0
29048,26484,Basavaraj Shetty,50,M,0
29049,26485,Dinesh Patil,18,M,0
29050,26486,Praveen Sharma,32,M,0
29051,26487,Meena Kumar,19,F,0
29052,26488,Harish Gowda,23,M,1
29053,26489,Savitha Murthy,10,F,0
29054,26490,Prakash Kumar,46,M,0
29055,26491,Praveen Pillai,44,M,0
29056,26492,Rajesh Raju,36,M,0
29057,26493,Lakshmi Patil,33,F,0
29058,26494,Lakshmi Reddy,35,F,0
29059,26495,Meena Reddy,28,F,0
29060,26496,Praveen Pillai,32,M,0
29061,26497,Praveen Hegde,49,M,0
29062,26497,Asha Gowda,41,F,0
29063,26498,Naresh Gowda,38,M,0
29064,26499,Pushpa Murthy,27,F,0
29065,26500,Srinivas Murthy,46,M,0
29066,26500,Dinesh Murthy,34,M,0
29067,26501,Suma Raju,40,F,0
29068,26502,Naveen Swamy,5,M,0
29069,26503,Usha Reddy,29,F,0
29070,26504,Rekha Kumar,38,F,0
29071,26504,Suma Hegde,33,F,0
29072,26505,Kavitha Gowda,54,F,0
29073,26506,Kavitha Pillai,52,F,0
29074,26507,Mahesh Sharma,40,M,0
29075,26508,Mamatha Shetty,34,F,0
29076,26509,Ganesh Rao,42,M,0
29077,26510,Praveen Reddy,32,M,0
29078,26511,Meena Naik,44,F,0
29079,26512,Venkatesh Raju,36,M,1
29080,26513,Rekha Naik,28,F,0
29081,26513,Shobha Raju,31,F,0
29082,26514,Lakshmi Raju,14,F,0
29083,26515,Naresh Gowda,12,M,0
29084,26516,Prakash Hegde,45,M,0
29085,26517,Mahesh Hegde,18,M,0
29086,26518,Ganesh Kumar,36,M,0
29087,26519,Santosh Patil,39,M,0
29088,26520,Geetha Gowda,15,F,0
29089,26521,Girish Raju,49,M,1
29090,26522,Prakash Swamy,36,M,0
29091,26523,Naveen Nair,5,M,0
29092,26524,Dinesh Patil,22,M,0
29093,26525,Savitha Naik,62,F,0
29094,26526,Basavaraj Raju,25,M,1
29095,26527,Suma Bhat,35,F,0
29096,26528,Lakshmi Raju,34,F,0
29097,26529,Ravi Bhat,50,M,0
29098,26530,Shivaraj Sharma,31,M,0
29099,26531,Girish Sharma,48,M,0
29100,26532,Ravi Bhat,15,M,0
29101,26532,Manjunath Swamy,25,M,0
29102,26533,Savitha Sharma,44,F,0
29103,26534,Naresh Bhat,18,M,0
29104,26535,Geetha Bhat,33,F,0
29105,26536,Manjunath Reddy,26,M,0
29106,26537,Usha Shetty,26,F,0
29107,26538,Meena Bhat,28,F,0
29108,26539,Kavitha Murthy,57,F,0
29109,26540,Ganesh Pillai,33,M,0
29110,26541,Venkatesh Rao,29,M,0
29111,26542,Vinitha Kumar,38,F,0
29112,26543,Ganesh Hegde,58,M,0
29113,26544,Naresh Raju,54,M,0
29114,26545,Prakash Sharma,18,M,0
29115,26546,Lakshmi Swamy,27,F,0
29116,26547,Kavitha Hegde,37,F,0
29117,26548,Basavaraj Swamy,56,M,0
29118,26549,Kavitha Reddy,31,F,0
29119,26549,Mamatha Pillai,25,F,0
29120,26550,Savitha Shetty,11,F,1
29121,26550,Naresh Kumar,37,T,0
29122,26551,Vinitha Pillai,46,F,0
29123,26552,Basavaraj Patil,42,M,0
29124,26553,Savitha Sharma,12,F,0
29125,26554,Rajesh Hegde,41,M,0
29126,26555,Pushpa Swamy,26,F,0
29127,26555,Kumar Reddy,27,M,0
29128,26556,Lakshmi Sharma,60,F,0
29129,26557,Naveen Hegde,19,M,0
29130,26558,Pushpa Naik,23,F,0
29131,26559,Mamatha Gowda,12,F,0
29132,26560,Geetha Rao,69,F,0
29133,26561,Venkatesh Bhat,20,M,0
29134,26562,Manjunath Gowda,40,M,0
29135,26563,Vinitha Kumar,49,F,0
29136,26564,Vinitha Reddy,30,F,0
29137,26565,Basavaraj Shetty,54,M,0
29138,26566,Santosh Swamy,31,M,0
29139,26567,Vinitha Swamy,20,F,0
29140,26568,Basavaraj Naik,5,M,0
29141,26569,Ganesh Gowda,52,M,0
29142,26570,Dinesh Gowda,43,M,0
29143,26571,Santosh Gowda,18,M,0
29144,26572,Savitha Rao,30,F,0
29145,26573,Praveen Kumar,44,M,0
29146,26574,Shivaraj Reddy,39,M,0
29147,26575,Rajesh Gowda,32,M,0
29148,26576,Pushpa Sharma,65,F,0
29149,26577,Shobha Patil,53,F,1
29150,26578,Kumar Hegde,5,M,0
29151,26579,Dinesh Bhat,57,M,0
29152,26580,Rekha Rao,46,F,0
29153,26581,Usha Sharma,17,F,0
29154,26581,Suresh Nair,10,M,0
29155,26582,Suma Bhat,42,F,0
29156,26583,Suma Reddy,27,F,0
29157,26583,Vinitha Shetty,29,F,0
29158,26584,Naresh Pillai,28,M,0
29159,26585,Vinitha Rao,64,F,0
29160,26586,Prakash Bhat,32,M,0
29161,26587,Suma Naik,22,F,0
29162,26588,Lakshmi Raju,42,F,0
29163,26589,Ravi Reddy,54,M,0
29164,26590,Ravi Shetty,42,M,0
29165,26591,Praveen Pillai,58,M,0
29166,26591,Harish Gowda,49,M,0
29167,26592,Suresh Naik,13,M,0
29168,26593,Kumar Shetty,38,M,0
29169,26594,Kavitha Sharma,13,F,0
29170,26595,Suma Murthy,10,F,0
29171,26596,Asha Raju,50,F,0
29172,26597,Anitha Raju,35,F,0
29173,26598,Ramesh Swamy,48,M,0
29174,26599,Santosh Bhat,41,M,0
29175,26600,Ravi Hegde,43,M,0
29176,26601,Praveen Hegde,52,M,0
29177,26602,Naresh Shetty,40,M,0
29178,26603,Kavitha Hegde,30,F,0
29179,26604,Suma Reddy,41,F,0
29180,26604,Dinesh Patil,42,M,0
29181,26605,Asha Raju,46,F,0
29182,26606,Prakash Nair,29,M,0
29183,26607,Ramesh Raju,47,M,0
29184,26608,Naresh Swamy,36,M,0
29185,26609,Meena Bhat,47,F,1
29186,26610,Rajesh Rao,43,M,0
29187,26611,Kavitha Bhat,76,F,0
29188,26612,Srinivas Shetty,34,M,0
29189,26613,Mahesh Bhat,44,M,0
29190,26614,Mahesh Kumar,22,M,0
29191,26615,Vinitha Gowda,45,F,0
29192,26616,Savitha Gowda,48,F,0
29193,26617,Usha Sharma,27,F,0
29194,26618,Suresh Raju,40,M,0
29195,26619,Naresh Bhat,19,M,0
29196,26620,Venkatesh Pillai,25,M,0
29197,26621,Venkatesh Rao,35,M,0
29198,26622,Anitha Gowda,42,F,0
29199,26623,Pushpa Bhat,30,F,0
29200,26624,Lakshmi Naik,32,F,0
29201,26625,Naresh Pillai,51,M,0
29202,26626,Naresh Reddy,45,M,0
29203,26627,Suma Sharma,23,F,0
29204,26628,Lakshmi Kumar,17,F,0
29205,26629,Dinesh Sharma,57,M,0
29206,26630,Shobha Reddy,29,F,0
29207,26630,Venkatesh Swamy,45,M,0
29208,26631,Srinivas Shetty,26,M,0
29209,26632,Rajesh Bhat,42,M,0
29210,26633,Harish Raju,54,M,0
29211,26633,Asha Naik,45,F,0
29212,26634,Asha Raju,35,F,0
29213,26635,Venkatesh Kumar,18,M,0
29214,26636,Manjunath Reddy,26,M,0
29215,26637,Suresh Rao,42,M,0
29216,26638,Ramesh Bhat,26,M,0
29217,26639,Harish Swamy,56,M,0
29218,26640,Harish Rao,35,M,0
29219,26641,Venkatesh Reddy,49,M,0
29220,26642,Suresh Patil,38,M,0
29221,26643,Rajesh Raju,19,M,0
29222,26644,Praveen Bhat,28,M,1
29223,26645,Pushpa Murthy,19,F,0
29224,26646,Harish Hegde,60,M,0
29225,26647,Manjunath Naik,43,M,0
29226,26648,Mamatha Naik,28,F,0
29227,26649,Mahesh Pillai,34,M,0
29228,26650,Mamatha Patil,18,F,1
29229,26651,Mamatha Pillai,40,F,0
29230,26651,Suma Kumar,62,F,0
29231,26652,Anitha Pillai,35,F,0
29232,26653,Srinivas Swamy,49,M,0
29233,26654,Pushpa Reddy,28,F,0
29234,26655,Savitha Raju,41,F,0
29235,26656,Pushpa Naik,10,F,0
29236,26657,Prakash Hegde,48,M,0
29237,26658,Anitha Sharma,54,F,1
29238,26659,Harish Naik,37,M,0
29239,26660,Rajesh Raju,32,M,0
29240,26660,Kumar Swamy,16,M,0
29241,26661,Mahesh Nair,42,M,0
29242,26662,Dinesh Shetty,65,M,0
29243,26663,Suresh Patil,12,M,0
29244,26664,Usha Naik,27,F,0
29245,26665,Dinesh Kumar,36,M,0
29246,26666,Manjunath Gowda,36,M,0
29247,26666,Venkatesh Raju,32,M,0
29248,26667,Ravi Bhat,43,M,0
29249,26668,Basavaraj Rao,37,M,0
29250,26669,Geetha Naik,30,F,0
29251,26670,Anitha Swamy,26,F,0
29252,26671,Geetha Bhat,31,F,0
29253,26672,Savitha Murthy,21,F,0
29254,26673,Pushpa Patil,74,F,0
29255,26673,Anitha Rao,33,F,0
29256,26674,Harish Hegde,53,M,0
29257,26675,Shivaraj Raju,51,M,0
29258,26676,Girish Murthy,47,M,0
29259,26676,Usha Hegde,42,F,0
29260,26677,Shobha Naik,26,F,0
29261,26678,Pushpa Shetty,43,F,0
29262,26679,Asha Sharma,43,F,0
29263,26680,Prakash Shetty,21,M,0
29264,26681,Shivaraj Patil,31,M,0
29265,26682,Usha Patil,46,F,0
29266,26683,Venkatesh Pillai,35,M,0
29267,26684,Meena Bhat,39,F,0
29268,26685,Girish Bhat,70,M,0
29269,26686,Ganesh Pillai,43,M,0
29270,26687,Shivaraj Bhat,35,M,0
29271,26687,Prakash Naik,36,M,0
29272,26688,Suma Swamy,27,F,0
29273,26689,Mamatha Sharma,18,F,0
29274,26690,Naresh Nair,30,M,0
29275,26691,Basavaraj Murthy,33,M,0
29276,26692,Mamatha Bhat,34,F,0
29277,26693,Pushpa Shetty,5,F,0
29278,26694,Basavaraj Pillai,41,M,1
29279,26695,Rajesh Pillai,70,M,0
29280,26695,Shobha Nair,10,F,0
29281,26696,Venkatesh Hegde,24,M,0
29282,26697,Naveen Rao,41,M,0
29283,26698,Mahesh Raju,30,M,0
29284,26698,Naresh Naik,25,M,0
29285,26699,Rekha Patil,34,F,0
29286,26700,Srinivas Kumar,39,M,0
29287,26701,Rajesh Patil,32,T,1
29288,26702,Praveen Patil,26,M,0
29289,26703,Rekha Swamy,63,F,0
29290,26704,Girish Pillai,36,M,0
29291,26704,Suma Kumar,36,F,0
29292,26705,Mamatha Raju,28,F,0
29293,26706,Santosh Swamy,49,M,1
29294,26706,Shobha Patil,50,F,0
29295,26707,Suma Rao,25,F,0
29296,26708,Shobha Shetty,54,F,0
